iter,ns,epot,ekin,etot,T,ext_force_x_atom0,ext_force_x_atom1026,molecular_extension,t
14865000,14.865,[-54.42784881591797],[1026.43139648],[972.00354767],[335.29618615],11.980966567993164,-11.452987670898438,171.87779235839844,279484.56680583954
14870000,14.87,[59.805809020996094],[1008.47277832],[1068.27858734],[329.42978709],11.806930541992188,-11.510354995727539,172.24575805664062,279554.01488661766
14875000,14.875,[10.611194610595703],[1003.64343262],[1014.25462723],[327.85222311],12.263907432556152,-11.181485176086426,172.0017852783203,279623.6301703453
14880000,14.879999999999999,[-32.88129425048828],[1020.36248779],[987.48119354],[333.31370398],11.906082153320312,-10.713357925415039,174.14295959472656,279692.80867266655
14885000,14.885,[-338.3983840942383],[1007.26367188],[668.86528778],[329.03481789],12.1046142578125,-10.592490196228027,174.02508544921875,279762.1245985031
14890000,14.889999999999999,[45.762027740478516],[966.21417236],[1011.9762001],[315.62550415],12.246292114257812,-11.145248413085938,172.36529541015625,279831.4419038296
14895000,14.895,[127.45591735839844],[1016.87664795],[1144.33256531],[332.17501238],12.191306114196777,-11.194144248962402,172.45681762695312,279900.7675449848
14900000,14.899999999999999,[-43.25014114379883],[993.06829834],[949.8181572],[324.39772805],12.38333797454834,-11.764121055603027,170.62808227539062,279970.3422598839
14905000,14.905,[-462.2007369995117],[970.25579834],[508.05506134],[316.94574999],12.154818534851074,-11.34915828704834,172.31307983398438,280040.096190691
14910000,14.91,[-293.4735336303711],[1015.82940674],[722.35587311],[331.83291842],12.47900676727295,-11.371935844421387,171.52197265625,280109.70558190346
14915000,14.915,[-70.23737716674805],[1019.93377686],[949.69639969],[333.17366039],11.826056480407715,-11.554656982421875,172.77383422851562,280179.0424644947
14920000,14.92,[-241.0767936706543],[1034.37890625],[793.30211258],[337.89233599],11.77209758758545,-11.79776668548584,172.37725830078125,280248.4206881523
14925000,14.924999999999999,[-241.44082260131836],[973.61853027],[732.17770767],[318.0442269],11.946948051452637,-11.714593887329102,172.22434997558594,280318.0106828213
14930000,14.93,[-60.62750244140625],[1023.22137451],[962.59387207],[334.24759378],11.650079727172852,-11.4425687789917,173.72286987304688,280387.44169712067
14935000,14.934999999999999,[-141.4786720275879],[1054.44018555],[912.96151352],[344.44559465],11.73687744140625,-11.900809288024902,172.43658447265625,280456.8902952671
14940000,14.94,[-164.56190872192383],[965.98254395],[801.42063522],[315.54983994],11.958407402038574,-11.722582817077637,172.40460205078125,280526.4142508507
14945000,14.944999999999999,[80.9824447631836],[995.84143066],[1076.82387543],[325.30360514],12.295889854431152,-11.3759765625,172.50372314453125,280596.00866770744
14950000,14.95,[62.68941116333008],[994.02111816],[1056.71052933],[324.70897813],11.956870079040527,-11.173474311828613,173.93380737304688,280665.1200082302
14955000,14.955,[-94.3006362915039],[997.25744629],[902.95681],[325.76616371],12.033230781555176,-11.487887382507324,173.03317260742188,280734.4149968624
14960000,14.959999999999999,[320.1804962158203],[994.40252686],[1314.58302307],[324.83356987],11.620333671569824,-11.905224800109863,173.09835815429688,280803.80062174797
14965000,14.965,[-192.3845443725586],[1001.89855957],[809.5140152],[327.2822393],11.886569023132324,-12.222818374633789,171.715087890625,280872.8800930977
14970000,14.969999999999999,[79.13993835449219],[1018.97583008],[1098.11576843],[332.86073553],11.677084922790527,-12.133905410766602,172.53738403320312,280942.4126098156
14975000,14.975,[-22.0042724609375],[972.36523438],[950.36096191],[317.63482269],11.604196548461914,-12.550808906555176,171.75363159179688,281011.78609251976
14980000,14.979999999999999,[-95.77446365356445],[970.56738281],[874.79291916],[317.04753281],11.465225219726562,-11.980780601501465,173.6024169921875,281081.1737308502
14985000,14.985,[-117.11198425292969],[992.83496094],[875.72297668],[324.32150557],12.147089004516602,-11.824109077453613,172.36573791503906,281150.5834245682
14990000,14.989999999999998,[-253.21243286132812],[1025.70092773],[772.48849487],[335.05756973],11.208694458007812,-12.294812202453613,173.61126708984375,281219.8954305649
14995000,14.995,[-87.06369018554688],[1010.34576416],[923.28207397],[330.04162048],11.63718318939209,-12.228461265563965,172.78221130371094,281289.01853227615
15000000,15.0,[97.85694122314453],[1014.89367676],[1112.75061798],[331.52725095],11.598040580749512,-11.998956680297852,173.53012084960938,281358.23350048065
15005000,15.004999999999999,[-63.39875793457031],[985.47302246],[922.07426453],[321.91663964],11.853716850280762,-12.164660453796387,172.55296325683594,281427.6114990711
15010000,15.01,[92.50308990478516],[1029.74816895],[1122.25125885],[336.37964984],11.930246353149414,-12.227999687194824,172.2795867919922,281497.0815150738
15015000,15.014999999999999,[-61.72334289550781],[1070.10986328],[1008.38652039],[349.56428374],11.900629043579102,-12.092529296875,172.7686004638672,281566.62021303177
15020000,15.02,[-155.47747039794922],[988.85339355],[833.37592316],[323.0208786],11.687219619750977,-11.91483211517334,173.82266235351562,281636.0163679123
15025000,15.024999999999999,[-63.49567413330078],[1038.43579102],[974.94011688],[339.2175663],11.753100395202637,-12.096267700195312,173.28067016601562,281705.17236709595
15030000,15.03,[24.59722137451172],[998.92767334],[1023.52489471],[326.31176351],12.061606407165527,-12.123184204101562,172.51840209960938,281774.45402002335
15035000,15.035,[-120.2225570678711],[1028.18884277],[907.96628571],[335.87027716],11.847247123718262,-12.2012300491333,172.93548583984375,281843.4142279625
15040000,15.04,[-282.90697860717773],[992.33691406],[709.42993546],[324.15881256],12.090250015258789,-12.151702880859375,172.528076171875,281913.14247107506
15045000,15.045,[-276.902645111084],[1035.06835938],[758.16571426],[338.11755417],11.913311958312988,-12.072665214538574,173.24432373046875,281982.0682377815
15050000,15.049999999999999,[-210.70684432983398],[1022.87341309],[812.16656876],[334.13392799],11.9212646484375,-12.159982681274414,173.08242797851562,282051.0418007374
15055000,15.055,[-65.3343505859375],[1012.02655029],[946.69219971],[330.59066953],12.619391441345215,-12.104229927062988,171.55279541015625,282120.0277309418
15060000,15.059999999999999,[-126.75955200195312],[1012.87432861],[886.11477661],[330.86760654],13.011828422546387,-11.777841567993164,171.46395874023438,282188.8503859043
15065000,15.065,[-14.107051849365234],[992.19451904],[978.08746719],[324.11229751],12.778409004211426,-11.5626802444458,172.66171264648438,282258.2000954151
15070000,15.069999999999999,[231.42156410217285],[1056.95837402],[1288.37993813],[345.26819127],12.7089204788208,-12.00085735321045,171.8162841796875,282327.2766940594
15075000,15.075,[-118.38189315795898],[1035.36572266],[916.9838295],[338.21469147],12.30814266204834,-11.97330379486084,172.96340942382812,282396.370619297
15080000,15.08,[-200.53398895263672],[1012.58990479],[812.05591583],[330.77469607],12.435315132141113,-12.14862060546875,172.28347778320312,282465.36751675606
15085000,15.084999999999999,[-7.618589401245117],[1066.20288086],[1058.58429146],[348.28802084],12.450113296508789,-12.514559745788574,171.40792846679688,282534.3870577812
15090000,15.09,[101.22903823852539],[1033.40222168],[1134.63125992],[337.57329021],12.6061372756958,-12.361703872680664,171.47630310058594,282603.5263719559
15095000,15.094999999999999,[-86.77955627441406],[1029.65209961],[942.87254333],[336.34826764],12.123257637023926,-12.23229694366455,173.08331298828125,282672.4921684265
15100000,15.1,[-74.37589645385742],[1006.05419922],[931.67830276],[328.63972907],12.517651557922363,-12.255682945251465,172.1151580810547,282741.67072463036
15105000,15.104999999999999,[-97.41545486450195],[1010.69134521],[913.27589035],[330.1545087],12.188448905944824,-12.112170219421387,173.37322998046875,282810.78648900986
15110000,15.11,[49.29997634887695],[1024.81738281],[1074.11735916],[334.76894913],12.268548965454102,-11.920059204101562,173.72955322265625,282879.63672471046
15115000,15.114999999999998,[-81.15892028808594],[1082.81433105],[1001.65541077],[353.71435125],12.676248550415039,-11.777872085571289,173.14207458496094,282948.59693980217
15120000,15.12,[-183.52971649169922],[994.48303223],[810.95331573],[324.85986792],12.730135917663574,-11.400641441345215,174.0267333984375,283017.58281826973
15125000,15.125,[22.72197723388672],[1021.96844482],[1044.69042206],[333.8383092],12.7476167678833,-11.605615615844727,173.546875,283086.63559651375
15130000,15.129999999999999,[20.900760650634766],[1026.11193848],[1047.01269913],[335.19183134],12.497207641601562,-11.886496543884277,173.5469970703125,283155.714148283
15135000,15.135,[-48.47676467895508],[1039.68920898],[991.21244431],[339.62701038],12.294333457946777,-11.886340141296387,174.130859375,283224.62303733826
15140000,15.139999999999999,[98.65758514404297],[1010.40863037],[1109.06621552],[330.06215649],11.964349746704102,-12.009167671203613,174.7250518798828,283293.2693092823
15145000,15.145,[72.59971809387207],[1066.71789551],[1139.3176136],[348.45625658],11.6184720993042,-12.573285102844238,174.2557373046875,283361.92051768303
15150000,15.149999999999999,[-63.33751678466797],[963.01934814],[899.68183136],[314.58187632],12.05332088470459,-12.748751640319824,172.80624389648438,283431.031069994
15155000,15.155,[178.24966430664062],[1051.68164062],[1229.93130493],[343.54448271],12.001639366149902,-12.723193168640137,173.07565307617188,283500.1690480709
15160000,15.16,[-94.96044158935547],[1011.96588135],[917.00543976],[330.57085129],11.903708457946777,-12.529803276062012,173.8802490234375,283569.3722205162
15165000,15.165,[31.466175079345703],[1024.68457031],[1056.15074539],[334.72556432],12.428799629211426,-12.206473350524902,173.45213317871094,283638.29038643837
15170000,15.17,[65.17111587524414],[1025.06018066],[1090.23129654],[334.84826197],12.159713745117188,-12.466781616210938,173.5503692626953,283707.29384183884
15175000,15.174999999999999,[78.85251235961914],[985.715271],[1064.56778336],[321.99577305],11.851529121398926,-12.8833589553833,173.35568237304688,283776.25056648254
15180000,15.18,[-304.8471336364746],[998.82250977],[693.97537613],[326.27741056],11.790298461914062,-13.02970027923584,173.21920776367188,283845.2611949444
15185000,15.184999999999999,[-137.53615188598633],[1047.6340332],[910.09788132],[342.22228296],11.515841484069824,-13.081189155578613,173.8529052734375,283914.26729655266
15190000,15.19,[123.24199676513672],[1026.24365234],[1149.48564911],[335.23485726],11.788095474243164,-13.030041694641113,173.37643432617188,283983.40577697754
15195000,15.194999999999999,[267.88708877563477],[958.95501709],[1226.84210587],[313.2542136],11.96527099609375,-12.827529907226562,173.51608276367188,284052.37854266167
15200000,15.2,[-177.66127395629883],[1007.94799805],[830.28672409],[329.25836129],12.286981582641602,-12.617263793945312,173.31375122070312,284121.544431448
15205000,15.205,[-206.18897247314453],[998.94726562],[792.75829315],[326.31816356],12.085428237915039,-12.467242240905762,174.26898193359375,284190.32324147224
15210000,15.209999999999999,[-63.68244934082031],[1054.72827148],[991.04582214],[344.5397014],11.596084594726562,-12.442193984985352,175.63125610351562,284258.76157832146
15215000,15.215,[-87.27641296386719],[1034.06152344],[946.78511047],[337.78865907],11.729662895202637,-12.739890098571777,174.62936401367188,284326.9577870369
15220000,15.219999999999999,[-136.61492919921875],[1062.41430664],[925.79937744],[347.05043741],11.375473022460938,-13.141061782836914,174.5882110595703,284395.31278657913
15225000,15.225,[103.79122161865234],[989.1640625],[1092.95528412],[323.12236236],11.65100383758545,-13.139254570007324,174.00372314453125,284463.8538098335
15230000,15.229999999999999,[77.47650527954102],[1001.01013184],[1078.48663712],[326.99202367],11.848849296569824,-12.700909614562988,174.71942138671875,284532.2971749306
15235000,15.235,[-114.73202514648438],[998.00531006],[883.27328491],[326.01046243],11.939444541931152,-12.643115043640137,174.75186157226562,284600.88659477234
15240000,15.239999999999998,[-295.8959312438965],[1027.31896973],[731.42303848],[335.58612264],12.095248222351074,-12.637555122375488,174.49069213867188,284669.41160678864
15245000,15.245,[-61.556434631347656],[1002.39282227],[940.83638763],[327.44369617],12.080639839172363,-12.451705932617188,175.1062774658203,284737.9164645672
15250000,15.25,[-252.3105239868164],[989.32214355],[737.01161957],[323.17400144],12.021964073181152,-12.795425415039062,174.50811767578125,284806.4228591919
15255000,15.254999999999999,[-155.26739883422852],[990.62457275],[835.35717392],[323.59945563],12.27648639678955,-12.71923828125,174.1767120361328,284874.9749662876
15260000,15.26,[117.21196746826172],[1036.42211914],[1153.63408661],[338.55977611],12.022003173828125,-12.430768013000488,175.64852905273438,284943.6403107643
15265000,15.264999999999999,[27.524063110351562],[1047.26904297],[1074.79310608],[342.1030545],10.14526081085205,-12.191537857055664,181.05291748046875,285011.19929003716
15270000,15.27,[-120.71105194091797],[1004.71026611],[883.99921417],[328.20071713],9.185516357421875,-11.58874797821045,185.0736846923828,285077.6097462177
15275000,15.274999999999999,[-114.66081237792969],[992.12310791],[877.46229553],[324.0889702],9.424139976501465,-11.172430992126465,185.63235473632812,285143.7966015339
15280000,15.28,[-156.75659561157227],[981.40240479],[824.64580917],[320.58692332],8.819259643554688,-11.27152156829834,187.0112762451172,285209.6716928482
15285000,15.285,[-124.31753540039062],[1046.10522461],[921.78768921],[341.72287921],8.884909629821777,-10.633124351501465,188.55758666992188,285275.2015616894
15290000,15.29,[-515.7679901123047],[960.90124512],[445.133255],[313.88997244],9.469901084899902,-10.268301963806152,188.12161254882812,285340.9495744705
15295000,15.295,[-291.12919998168945],[1020.33087158],[729.2016716],[333.30337616],9.297760009765625,-10.496551513671875,188.09576416015625,285406.7284054756
15300000,15.299999999999999,[-116.98472213745117],[983.19152832],[866.20680618],[321.17136209],9.122903823852539,-10.615991592407227,188.3487548828125,285472.75216937065
15305000,15.305,[-308.91181564331055],[933.30944824],[624.3976326],[304.87677945],9.385980606079102,-10.449383735656738,188.22201538085938,285538.80311512947
15310000,15.309999999999999,[-348.0085258483887],[1026.20507812],[678.19655228],[335.22225653],9.312280654907227,-10.620257377624512,188.09353637695312,285604.6965303421
15315000,15.315,[-137.36507034301758],[1013.82922363],[876.46415329],[331.1795345],9.32586669921875,-10.630240440368652,188.1490478515625,285670.4841592312
15320000,15.319999999999999,[-246.76630401611328],[984.80169678],[738.03539276],[321.69734302],9.44690227508545,-10.517709732055664,188.24221801757812,285736.1354575157
15325000,15.325,[-358.9437141418457],[1025.22460938],[666.28089523],[334.90197459],9.764386177062988,-10.596435546875,187.36614990234375,285801.88470602036
15330000,15.33,[3.002819061279297],[1035.50842285],[1038.51124191],[338.2613062],9.435748100280762,-10.630282402038574,188.21755981445312,285867.63169550896
15335000,15.334999999999999,[-306.9705047607422],[1025.67614746],[718.7056427],[335.04947495],9.295312881469727,-10.190658569335938,189.7821502685547,285933.33544421196
15340000,15.34,[-96.64344024658203],[1049.04492188],[952.40148163],[342.68316675],9.43900203704834,-10.311297416687012,189.23577880859375,285999.0373542309
15345000,15.344999999999999,[-249.75535583496094],[1029.27758789],[779.52223206],[336.22592887],9.651681900024414,-10.281847953796387,188.8921356201172,286064.5247709751
15350000,15.35,[-513.524040222168],[1007.13525391],[493.61121368],[328.99286862],9.916009902954102,-10.373236656188965,188.11727905273438,286130.39243888855
15355000,15.354999999999999,[-253.65995407104492],[1021.62158203],[767.96162796],[333.72500229],9.929394721984863,-9.692169189453125,189.90093994140625,286196.1349718571
15360000,15.36,[-277.84800720214844],[1008.33544922],[730.48744202],[329.38492688],10.10693359375,-9.717379570007324,189.5084991455078,286261.8813099861
15365000,15.364999999999998,[-233.9191017150879],[1019.57824707],[785.65914536],[333.0575223],10.4362154006958,-9.712991714477539,188.81069946289062,286327.6340575218
15370000,15.37,[-216.76780319213867],[1005.57672119],[788.808918],[328.48375512],10.169275283813477,-9.939007759094238,189.0274658203125,286393.45123052597
15375000,15.375,[-14.91788101196289],[1049.08007812],[1034.16219711],[342.69465096],9.901254653930664,-10.139981269836426,189.30950927734375,286459.3523616791
15380000,15.379999999999999,[-173.73585510253906],[1056.28125],[882.5453949],[345.04700055],10.417630195617676,-9.905962944030762,188.7180633544922,286525.35254764557
15385000,15.385,[-26.66360855102539],[1030.84558105],[1004.1819725],[336.73813274],10.398846626281738,-9.681424140930176,189.44081115722656,286591.26611971855
15390000,15.389999999999999,[114.5837631225586],[1004.21630859],[1118.80007172],[328.03935995],10.368277549743652,-9.7974214553833,189.3416748046875,286657.0208785534
15395000,15.395,[14.6312255859375],[994.58166504],[1009.21289062],[324.89208752],10.728650093078613,-10.224420547485352,187.48770141601562,286723.07875037193
15400000,15.399999999999999,[-268.6061477661133],[1025.44470215],[756.83855438],[334.97387055],10.860031127929688,-9.915008544921875,188.04721069335938,286789.21462392807
15405000,15.405,[-137.03921508789062],[987.04736328],[850.00814819],[322.43091705],10.311541557312012,-9.872729301452637,189.63858032226562,286855.13848280907
15410000,15.41,[-331.24548721313477],[946.05419922],[614.80871201],[309.04000596],10.763516426086426,-9.453241348266602,189.6717987060547,286919.9594130516
15415000,15.415,[-361.6343803405762],[990.38677979],[628.75239944],[323.52177769],10.492853164672852,-9.115530967712402,191.3071746826172,286984.2572250366
15420000,15.42,[-57.501564025878906],[965.39074707],[907.88918304],[315.35652236],10.796625137329102,-9.673974990844727,189.26608276367188,287048.46717619896
15425000,15.424999999999999,[-207.9899559020996],[992.25360107],[784.26364517],[324.13159737],10.832489013671875,-9.386367797851562,190.00987243652344,287112.61431217194
15430000,15.43,[-340.6315689086914],[985.31359863],[644.68202972],[321.86456193],11.204318046569824,-9.632028579711914,188.58059692382812,287176.7729420662
15435000,15.434999999999999,[-392.60894775390625],[1025.18371582],[632.57476807],[334.88861622],10.624402046203613,-9.733511924743652,189.89111328125,287240.9762120247
15440000,15.44,[-29.62793731689453],[1018.74822998],[989.12029266],[332.78638721],10.82360553741455,-10.195696830749512,188.35208129882812,287305.14603185654
15445000,15.444999999999999,[-95.65261459350586],[1018.57513428],[922.92251968],[332.72984341],10.464080810546875,-10.388312339782715,188.8837890625,287369.3270435333
15450000,15.45,[-264.4822235107422],[953.22259521],[688.7403717],[311.3816489],10.593716621398926,-10.068280220031738,189.47422790527344,287433.65337872505
15455000,15.455,[-256.2192687988281],[998.82989502],[742.61062622],[326.27982304],10.396801948547363,-9.866610527038574,190.5851287841797,287497.9864668846
15460000,15.459999999999999,[-403.72457122802734],[990.98620605],[587.26163483],[323.71758751],10.495172500610352,-10.598807334899902,188.62315368652344,287562.2663605213
15465000,15.465,[-318.1908187866211],[1023.54016113],[705.34934235],[334.35172927],10.295450210571289,-10.660574913024902,189.08248901367188,287626.39190626144
15470000,15.469999999999999,[-162.50448989868164],[1001.62780762],[839.12331772],[327.19379491],10.603769302368164,-10.017508506774902,190.03378295898438,287690.7036113739
15475000,15.475,[-348.81763458251953],[1024.79992676],[675.98229218],[334.7632469],10.741223335266113,-9.767898559570312,190.42861938476562,287754.7512962818
15480000,15.479999999999999,[-305.81297302246094],[988.7354126],[682.92243958],[322.9823387],9.838104248046875,-10.028460502624512,192.14944458007812,287818.5916297436
15485000,15.485,[-302.7247772216797],[964.94311523],[662.21833801],[315.21029802],9.518325805664062,-9.980191230773926,193.18402099609375,287881.91702103615
15490000,15.489999999999998,[-201.6822395324707],[1035.89880371],[834.21656418],[338.38882882],9.187057495117188,-9.856427192687988,194.43603515625,287945.3215506077
15495000,15.495,[-95.37001419067383],[1045.86999512],[950.49998093],[341.64603866],9.328271865844727,-9.979641914367676,193.889404296875,288008.55054306984
15500000,15.5,[-194.33674240112305],[981.28094482],[786.94420242],[320.54724696],9.546152114868164,-10.43280029296875,192.3262481689453,288071.9767861366
15505000,15.504999999999999,[-343.2929039001465],[985.22003174],[641.92712784],[321.83399717],9.64090633392334,-10.031414985656738,193.207275390625,288135.52832984924
15510000,15.51,[-317.0345649719238],[990.63342285],[673.59885788],[323.60234662],8.897119522094727,-9.696380615234375,196.01876831054688,288199.0306119919
15515000,15.514999999999999,[-211.4444808959961],[1029.50390625],[818.05942535],[336.29985849],9.43790340423584,-9.80136775970459,194.51876831054688,288262.386357069
15520000,15.52,[-196.5095672607422],[1034.92089844],[838.41133118],[338.06938427],9.365160942077637,-9.517245292663574,195.52537536621094,288326.14829564095
15525000,15.524999999999999,[-151.7775001525879],[982.57366943],[830.79616928],[320.96953103],8.976040840148926,-9.621563911437988,196.35182189941406,288389.5269765854
15530000,15.53,[-264.76196670532227],[1006.84490967],[742.08294296],[328.89802417],9.349743843078613,-9.43765926361084,195.99176025390625,288452.812507391
15535000,15.535,[-270.8866157531738],[993.97644043],[723.08982468],[324.69438361],9.239764213562012,-9.318209648132324,196.67977905273438,288516.00845861435
15540000,15.54,[-196.61629486083984],[1016.82824707],[820.21195221],[332.15920165],9.340842247009277,-9.629287719726562,195.76382446289062,288578.9983320236
15545000,15.545,[-158.56693267822266],[982.82116699],[824.25423431],[321.05037909],9.012369155883789,-9.5510892868042,196.89495849609375,288642.06372094154
15550000,15.549999999999999,[1.5419540405273438],[1044.24194336],[1045.7838974],[341.11421593],9.58261775970459,-9.989535331726074,194.48765563964844,288705.3116326332
15555000,15.555,[-443.84917068481445],[1006.65350342],[562.80433273],[328.83549901],9.3643217086792,-9.6355562210083,196.03277587890625,288768.62817668915
15560000,15.559999999999999,[-433.6278762817383],[991.55804443],[557.93016815],[323.90438541],9.6284818649292,-9.114227294921875,196.79014587402344,288831.7608411312
15565000,15.565,[-18.697792053222656],[985.19146729],[966.49367523],[321.82466625],9.862100601196289,-9.56072998046875,195.20428466796875,288894.8757548332
15570000,15.569999999999999,[-107.75861358642578],[1004.9362793],[897.17766571],[328.27454706],9.619961738586426,-9.644525527954102,195.71458435058594,288957.9240858555
15575000,15.575,[-284.30553436279297],[1023.8293457],[739.52381134],[334.4461949],10.036383628845215,-9.770642280578613,194.47268676757812,289021.22082901
15580000,15.58,[-303.7162628173828],[1030.69372559],[726.97746277],[336.68852732],10.013739585876465,-9.142071723937988,196.21514892578125,289084.41651010513
15585000,15.584999999999999,[-211.05034255981445],[1027.78076172],[816.73041916],[335.73697256],9.732855796813965,-9.2197904586792,196.83750915527344,289147.5771701336
15590000,15.59,[-247.04633331298828],[1031.69897461],[784.6526413],[337.01690402],10.155023574829102,-9.731378555297852,194.6175537109375,289210.809112072
15595000,15.594999999999999,[-11.889251708984375],[988.24871826],[976.35946655],[322.82335413],9.570452690124512,-9.650586128234863,196.39541625976562,289274.00288414955
15600000,15.6,[-113.36236572265625],[1036.0645752],[922.70220947],[338.44298007],9.487726211547852,-10.089138984680176,195.6202850341797,289337.27947187424
15605000,15.604999999999999,[-313.1398277282715],[1029.14111328],[716.00128555],[336.18134779],9.744467735290527,-9.919412612915039,195.51718139648438,289400.4028506279
15610000,15.61,[-393.86378479003906],[985.70428467],[591.84049988],[321.99218423],9.458063125610352,-10.114657402038574,195.85952758789062,289463.63621401787
15615000,15.614999999999998,[-509.95152473449707],[1015.65490723],[505.70338249],[331.77591605],9.328803062438965,-10.163809776306152,196.1742401123047,289526.89926338196
15620000,15.62,[-287.6224670410156],[1038.00842285],[750.38595581],[339.07796133],8.832873344421387,-10.572860717773438,196.50587463378906,289590.0307621956
15625000,15.625,[-199.4246368408203],[994.98199463],[795.55735779],[325.02286],9.206293106079102,-10.443732261657715,196.00958251953125,289653.22882556915
15630000,15.629999999999999,[-140.5824203491211],[1023.31958008],[882.73715973],[334.27967381],9.07379150390625,-10.741055488586426,195.71197509765625,289716.6122903824
15635000,15.635,[-362.1801338195801],[1032.63476562],[670.45463181],[337.32259144],9.508636474609375,-10.31485652923584,195.8048095703125,289779.84597706795
15640000,15.639999999999999,[-159.2249298095703],[987.03973389],[827.81480408],[322.42842481],9.848467826843262,-10.301602363586426,195.10279846191406,289843.21738386154
15645000,15.645,[-265.0565242767334],[1008.6918335],[743.63530922],[329.5013441],9.879742622375488,-9.55985164642334,196.99343872070312,289906.5891201496
15650000,15.649999999999999,[-53.98701095581055],[1012.55664062],[958.56962967],[330.76382993],9.889999389648438,-9.73300838470459,196.6493377685547,289969.8535270691
15655000,15.655,[-302.83757400512695],[1033.60900879],[730.77143478],[337.64083971],9.617728233337402,-9.740490913391113,197.42575073242188,290032.7441909313
15660000,15.66,[-26.276634216308594],[1034.25854492],[1007.98191071],[337.85301852],9.711420059204102,-9.823580741882324,197.09823608398438,290095.8387362957
15665000,15.665,[-425.6390266418457],[1007.26580811],[581.62678146],[329.03551572],9.016555786132812,-10.154070854187012,198.1236114501953,290158.6723742485
15670000,15.67,[-371.56694984436035],[1017.800354],[646.23340416],[332.4767521],9.35839557647705,-10.35033893585205,196.89279174804688,290221.53147411346
15675000,15.674999999999999,[-307.3814582824707],[1025.2454834],[717.86402512],[334.90879334],9.478754043579102,-10.219858169555664,197.03253173828125,290284.3845179081
15680000,15.68,[62.50248718261719],[1019.95001221],[1082.45249939],[333.17896386],8.761444091796875,-10.03131103515625,199.41162109375,290347.2959051132
15685000,15.684999999999999,[-61.356361389160156],[1053.11132812],[991.75496674],[344.01150736],8.380584716796875,-10.079147338867188,200.35861206054688,290409.8952641487
15690000,15.69,[-295.3573684692383],[1003.87530518],[708.51793671],[327.92796708],8.613082885742188,-9.352118492126465,201.70938110351562,290472.3664023876
15695000,15.694999999999999,[-361.29393768310547],[1029.47851562],[668.18457794],[336.29156434],8.510391235351562,-9.736233711242676,201.12026977539062,290534.79407572746
15700000,15.7,[53.3259162902832],[1009.5065918],[1062.83250809],[329.76749472],8.839920043945312,-9.668289184570312,200.58074951171875,290597.38380908966
15705000,15.705,[-248.93936729431152],[1049.46972656],[800.53035927],[342.82193432],9.224365234375,-9.938308715820312,199.05902099609375,290659.84221482277
15710000,15.709999999999999,[-161.12446975708008],[1051.05664062],[889.93217087],[343.34031893],9.343561172485352,-9.66497802734375,199.55880737304688,290722.58626413345
15715000,15.715,[-117.36474990844727],[1022.99822998],[905.63348007],[334.17470093],9.519119262695312,-9.953536987304688,198.512939453125,290785.2539925575
15720000,15.719999999999999,[-188.2828826904297],[1017.38897705],[829.10609436],[332.34237086],9.186602592468262,-9.521109580993652,200.5397491455078,290847.8364446163
15725000,15.725,[-419.30511474609375],[1022.70153809],[603.39642334],[334.07778295],9.219833374023438,-9.710354804992676,200.09799194335938,290910.4810330868
15730000,15.729999999999999,[-121.54631805419922],[970.79315186],[849.2468338],[317.12128299],8.915048599243164,-10.038009643554688,200.1552734375,290972.98322081566
15735000,15.735,[-162.23277282714844],[1027.30664062],[865.0738678],[335.58209519],9.595080375671387,-9.68634033203125,199.44879150390625,291035.4481084347
15740000,15.739999999999998,[-124.26309967041016],[1025.1776123],[900.91451263],[334.88662243],9.527600288391113,-9.769782066345215,199.52334594726562,291098.05003094673
15745000,15.745,[1.7533721923828125],[1007.77807617],[1009.53144836],[329.20285426],9.023673057556152,-9.71936321258545,201.02365112304688,291160.361802578
15750000,15.75,[-261.65639877319336],[1014.06689453],[752.41049576],[331.25717257],8.898587226867676,-10.1497802734375,200.374755859375,291222.81858706474
15755000,15.754999999999999,[-111.37076568603516],[983.94000244],[872.56923676],[321.41586018],8.881433486938477,-10.082953453063965,200.69915771484375,291285.2826640606
15760000,15.76,[-141.96277236938477],[1031.91589355],[889.95312119],[337.08776321],9.564737319946289,-10.143927574157715,198.95289611816406,291347.6942462921
15765000,15.764999999999999,[-169.16134643554688],[1002.84643555],[833.68508911],[327.59187441],9.31890869140625,-10.444226264953613,198.93115234375,291410.2196934223
15770000,15.77,[-272.58007431030273],[1027.07946777],[754.49939346],[335.50788644],9.229718208312988,-10.085299491882324,200.1658935546875,291472.74788737297
15775000,15.774999999999999,[-203.42938232421875],[993.16412354],[789.73474121],[324.4290305],9.606411933898926,-9.97979736328125,199.60235595703125,291535.20205903053
15780000,15.78,[-272.0180778503418],[979.22821045],[707.2101326],[319.87669654],10.137988090515137,-10.205700874328613,197.82308959960938,291597.63460850716
15785000,15.785,[-58.98517608642578],[1029.14624023],[970.16106415],[336.18302258],9.889315605163574,-9.682110786437988,199.86819458007812,291660.3690228462
15790000,15.79,[-127.58761215209961],[997.55096436],[869.9633522],[325.86204493],10.02514934539795,-9.608548164367676,199.82696533203125,291723.0471982956
15795000,15.795,[-132.42501068115234],[1027.1015625],[894.67655182],[335.51510395],10.008020401000977,-9.722918510437012,199.69830322265625,291785.6701273918
15800000,15.799999999999999,[-221.69014739990234],[1005.13098145],[783.44083405],[328.33814886],10.069830894470215,-9.751486778259277,199.5867919921875,291848.4934797287
